,Unnamed: 0,full_text,is_retweet,place_cord,place_name,result_type,retweet_count,screen_name,tweet_created,tweet_id,user_id,sentimental_score,sentiment_status,subjectivity,latitude,longitude
2938,2938,This insane twitter meltdown this is got to be his worst tweet storm lashing at an Obamagate tweet another tweet from a Russian Bot more blame on like this is too much even for him his cult love this madness though,0,"[-0.104501, 51.518605]",Hackney,recent,0,InklingMario,Sun Feb 18 14:03:41 +0000 2018,9.65e+17,9.2e+17,-0.26,neg,0.56,53.4054719,-2.9805392
2939,2939,I don t really know much about politics but even if what trumps saying is true that doesn t mean he shouldn t create stricter gun laws All the people speaking about it now we re speaking about it when Obama was in office It s always been an issue https t co MC8U6TbM4T,0,"[-2.2470769, 53.327794]",Cheadle,recent,0,joegibson_music,Sun Feb 18 14:02:36 +0000 2018,9.65e+17,8.41e+17,0.109375,pos,0.434375,51.5613683,-1.7856853
2940,2940,It s quite clear that someone so hopelessly inept would not have got elected without help from Russia Trump is redefining how not to be a world leader each and every day https t co gYLsTK2Htu,0,"[-0.422572, 53.719616]",Hull,recent,0,KayC1773,Sun Feb 18 14:02:29 +0000 2018,9.65e+17,2782674923.0,0.1,pos,0.383333333333,52.5050033,-1.96439612333
2941,2941,You are panicking aren t you elderly has been,0,"[-0.173706, 50.80835]",Brighton,recent,0,wabsnazsm,Sun Feb 18 14:01:22 +0000 2018,9.65e+17,21998841.0,0.0,neu,0.0,51.4043548,-3.2690216
2942,2942,Get smart and kick Trump out,0,"[-1.147268, 53.9280019]",York,recent,0,aozora_aonami,Sun Feb 18 13:59:41 +0000 2018,9.65e+17,22276194.0,0.214285714286,pos,0.642857142857,52.0918944,0.4879314
2943,2943,Here you go pic of you and your friend https t co 6ETYw2M1OS,0,"[-2.5319095, 51.425885]",Kingswood,recent,0,Ben57ismydog,Sun Feb 18 13:59:08 +0000 2018,9.65e+17,1628763775.0,0.0,neu,0.0,51.58522135,-0.69248738543
2944,2944,Just when you think he can t get any more crass there s this https t co ckQ6uUEE6P,0,"[-4.234957, 55.801055]",Cambuslang,recent,1,dmccarthyDR,Sun Feb 18 13:58:52 +0000 2018,9.65e+17,58567505.0,0.0,neu,0.0,52.0918944,0.4879314
2945,2945,Putin denied it twice You gotta believe a guy doing that https t co irCv894JD9,0,"[-0.8604724, 51.973129]",Milton Keynes,recent,0,aliostad,Sun Feb 18 13:58:06 +0000 2018,9.65e+17,47215171.0,0.0,neu,0.0,52.1350273,-0.9948465
2946,2946,You sound deeply concerned about where the FBI are prioritising resources I wonder why that could be TickTock,0,"[-3.7574309, 55.9975276]",Grangemouth,recent,0,Dervheid,Sun Feb 18 13:57:50 +0000 2018,9.65e+17,41552869.0,0.2,pos,0.4,51.8031083,-0.2068872
2947,2947,Trump spot on about time you lot stop doing America and Brexit Britain down suggesting Russia was responsible for you losing referendum and losing the US election get a grip you lunatics https t co OHrupNOvO1,0,"[-0.2285894, 51.4772246]",Kensington,recent,0,andywigmore,Sun Feb 18 13:56:35 +0000 2018,9.65e+17,33851953.0,0.2,pos,0.55,53.4241208,-3.0394101
2948,2948,They don t pay attention to it because it is a crock of,0,"[-0.8054177, 51.266284]",Farnborough,recent,0,justlyndsay,Sun Feb 18 13:56:03 +0000 2018,9.65e+17,18410378.0,0.0,neu,0.0,54.6294982,-6.7654416
2949,2949,You are a disgrace to the office of which you besmirch,0,"[-0.4187895, 52.154863]",Renhold,recent,0,markglading,Sun Feb 18 13:55:33 +0000 2018,9.65e+17,596739470.0,0.0,neu,0.0,51.8720219,0.3628331
2950,2950,Well we ll find out soon won t we You sure act like a very guilty man though,0,"[-0.8054177, 51.266284]",Farnborough,recent,0,justlyndsay,Sun Feb 18 13:55:00 +0000 2018,9.65e+17,18410378.0,0.0,neu,0.944444444444,52.4776875,-1.8948516
2951,2951,Get smart trumpkins russia is laughing their asses off at you https t co jxDe5ws87v,0,"[-6.0361161, 54.543241]",Belfast,recent,0,MaryDram,Sun Feb 18 13:54:42 +0000 2018,9.65e+17,47491845.0,0.214285714286,pos,0.642857142857,52.907267,0.49601463829
2952,2952,Deflect all you like you re not convincing anyone but your few remaining trump lemmings The net is tightening,0,"[-0.8054177, 51.266284]",Farnborough,recent,0,justlyndsay,Sun Feb 18 13:54:13 +0000 2018,9.65e+17,18410378.0,0.25,pos,0.5,55.7653249,-4.182994
2953,2953,Correct the enemy within are the Democrats and the MSM I m sure Putin is sitting at home genuinely bemused by TrumpRussia witch hunt and probably can t believe his luck that the Dems and MSM are doing more damage to USA than a thousand spy s ever could https t co bUcohrUNKg,0,"[-0.2285894, 51.4772246]",Kensington,recent,4,andywigmore,Sun Feb 18 13:53:28 +0000 2018,9.65e+17,33851953.0,0.45,pos,0.694444444444,55.856656,-4.2435817
2954,2954,FAILING BUREAU OF INVESTIGATORS Politicised FBI wasting time money and lives with phoney Russian obsession https t co eSk0erjGo6,0,"[-0.104501, 51.518605]",Hackney,recent,0,truthexcites,Sun Feb 18 13:53:27 +0000 2018,9.65e+17,2894903320.0,0.0,neu,0.0,52.6664827,-0.5966682
2955,2955,Yeah The first scenario is a war zone the second is just the Republicans and NRA conducting a war on American children,0,"[-1.147268, 53.9280019]",York,recent,0,aozora_aonami,Sun Feb 18 13:52:37 +0000 2018,9.65e+17,22276194.0,0.0833333333333,pos,0.111111111111,51.5423045,-0.1395604
2956,2956,In this instance I think lying faster than he can think would have to be a given when referring to https t co nxozv15tIZ,0,"[-0.60334, 52.664455]",Empingham,recent,0,loubielou32,Sun Feb 18 13:52:27 +0000 2018,9.65e+17,19451891.0,0.0,neu,0.0,55.856656,-4.2435817
2957,2957,So you re actually claiming children died because the FBI is investigating you A new low even for you,0,"[-0.745779800818, 51.4482221321]",East,recent,1,OOK_Librarian,Sun Feb 18 13:52:13 +0000 2018,9.65e+17,70097874.0,0.0454545454545,pos,0.284848484848,55.0840248,-1.4731802
2958,2958,Glad you are using your energy to make childish digs at instead of doing something useful like I don t know making it tougher for people to get a gun,0,"[1.684724, 52.441164]",Lowestoft,recent,0,DomDom1919,Sun Feb 18 13:52:06 +0000 2018,9.65e+17,46608455.0,0.2,pos,0.6,51.5111811,-0.0143883
2959,2959,This may be the worst tweet of them all The use of dead children as a political distraction tyrant corrupt lessthanhuman https t co gnIEBhoBxa,0,"[-2.960318, 53.467657]",Aintree,recent,0,Fitz87,Sun Feb 18 13:51:39 +0000 2018,9.65e+17,19449204.0,-0.425,neg,0.625,54.5519204,-1.3010483
2960,2960,When a Muslim so much as sneezes he s on Twitter rallying against them we should convince that guns are Muslims hey whatever it takes FloridaShooting https t co yc6LRXebg1,0,"[-1.706057, 53.7363694]",Leeds,recent,0,annafoley_2012,Sun Feb 18 13:51:20 +0000 2018,9.65e+17,28122279.0,0.2,pos,0.2,51.5425193,-0.448334947414
2961,2961,You are the fake Mr Generalissimo,0,"[-1.147268, 53.9280019]",York,recent,0,aozora_aonami,Sun Feb 18 13:50:48 +0000 2018,9.65e+17,22276194.0,-0.5,very neg,1.0,54.9585535,-1.6057003
2962,2962,Just a thought on the Florida tragedy haven t succesive Presidents failed with Gun reform or is it just easier these days to blame for everything,0,"[0.2402182, 52.385969]",Ely,recent,0,ElvisCambridge,Sun Feb 18 13:50:48 +0000 2018,9.65e+17,298396269.0,-0.5,very neg,0.3,52.907267,0.49601463829
2963,2963,It s hard to believe this chap is an adult but it s fucking great that he s president https t co Z6KC0CTIsp,0,"[-2.682408, 50.923946]",Yeovil,recent,0,AdeWilt13,Sun Feb 18 13:49:41 +0000 2018,9.65e+17,371765213.0,0.202777777778,pos,0.530555555556,51.4816546,-3.1791934
2964,2964,That this man has access to anything more advanced than Crayola is truly terrifying https t co Oyp6SevdJT,0,"[-1.94897, 53.233776]",Buxton,recent,0,MatthewEyre,Sun Feb 18 13:48:50 +0000 2018,9.65e+17,64033391.0,-0.3,neg,0.8,52.7954791,-0.540240286617
2965,2965,Enact the sanction then,0,"[-0.1114755, 51.4194247]",Camberwell,recent,0,46steve,Sun Feb 18 13:48:22 +0000 2018,9.65e+17,74853540.0,0.0,neu,0.0,51.2918693,-0.7539836
2966,2966,Well at least he ll get one day of golf in I was starting to worry how he would get through this busy time TnoughtsandPrayers for poor old https t co xd7k8Ft4Wg,0,"[-0.60334, 52.664455]",Empingham,recent,0,loubielou32,Sun Feb 18 13:48:09 +0000 2018,9.65e+17,19451891.0,-0.1,neg,0.32,51.6553875,-0.3957425
2967,2967,what you doing about gun control,0,"[-2.775262, 53.74809]",Preston,recent,0,imybangi5,Sun Feb 18 13:47:34 +0000 2018,9.65e+17,527740168.0,0.0,neu,0.0,51.8720219,0.3628331
2968,2968,Everyone is laughing at you Not just Russia,0,"[-1.602258, 54.7541494]",Durham,recent,0,AdamClarey,Sun Feb 18 13:46:44 +0000 2018,9.65e+17,428822644.0,0.0,neu,0.0,51.5384287,-0.0999051
2969,2969,Fucks sake man You re a twat,0,"[-1.256202, 52.810807]",Sutton Bonington,recent,0,crimsonavenger,Sun Feb 18 13:46:02 +0000 2018,9.65e+17,20247275.0,0.0,neu,0.0,52.6664827,-0.5966682
2970,2970,It s not just Moscow laughing at you It s the whole world,0,"[-2.454026, 53.4163477]",Salford,recent,0,wrxmanpaul,Sun Feb 18 13:44:49 +0000 2018,9.65e+17,395790313.0,0.2,pos,0.4,37.5385087,-77.43428
2971,2971,It was Iranian money frozen in US after 1979 and unfrozen per UN resolution JCPOA You desperately gotta read Mr Prez https t co va1seFBvSk,0,"[-1.457159, 54.858506]",Doxford Park,recent,0,MSammieS,Sun Feb 18 13:44:23 +0000 2018,9.65e+17,47913131.0,-0.6,very neg,1.0,53.2199037,-3.0661782
2972,2972,He is right Shifty Schiff is dangerous,0,"[-2.4113744, 51.350545]",Bath,recent,1,vicsawyers,Sun Feb 18 13:43:49 +0000 2018,9.65e+17,234930043.0,-0.157142857143,neg,0.717857142857,55.7915214,-3.9823503
2973,2973,At least he went to school but people like you created this mess Donnie,0,"[1.20388, 52.598032]",Norwich,recent,0,petrelli_amy,Sun Feb 18 13:43:38 +0000 2018,9.65e+17,9.55e+17,-0.2375,neg,0.2875,55.9495628,-3.1914972
2974,2974,You get smart you ignorant individual Or is it collusion,0,"[-0.173706, 50.80835]",Brighton,recent,0,hamish48,Sun Feb 18 13:43:24 +0000 2018,9.65e+17,33262401.0,0.107142857143,pos,0.521428571429,53.4054719,-2.9805392
2975,2975,as if would know what was not acceptable,0,"[-0.39216, 51.391383]",Richmond,recent,1,GMonaha,Sun Feb 18 13:42:32 +0000 2018,9.65e+17,2373004109.0,0.0,neu,0.0,37.5385087,-77.43428
2976,2976,Are you stupid or just so bitter and twisted you never understood what Rosenstein said in his briefing of a script signed by Mueller No collusion No Nada,0,"[-2.4113744, 51.350545]",Bath,recent,0,vicsawyers,Sun Feb 18 13:42:19 +0000 2018,9.65e+17,234930043.0,-0.466666666667,neg,0.833333333333,51.9639098,1.3515106
2977,2977,But if Russia did meddle then whoever is to blame THERE IS NOW NO JUSTIFICATION WHATSOEVER FOR YOU TO NOT IMMEDIATELY IMPLEMENT THE RUSSIAN SANCTIONS OVERWHELMINGLY VOTED FOR BY CONGRESS https t co Rj9VYEFxqO,0,"[-0.080028, 51.48432]",Poplar,recent,0,acsadvice,Sun Feb 18 13:41:46 +0000 2018,9.65e+17,153796799.0,0.25,pos,0.5,53.2891457,-6.2433756
2978,2978,How very Presidential https t co X0MlD7wx0N,0,"[-0.4187895, 52.154863]",Renhold,recent,0,markglading,Sun Feb 18 13:41:42 +0000 2018,9.65e+17,596739470.0,0.0,neu,0.0,37.5385087,-77.43428
2979,2979,He is such an idiot and thinks he s a great businessman https t co gIDgS6j0B1,0,"[-0.60334, 52.664455]",Empingham,recent,0,loubielou32,Sun Feb 18 13:39:16 +0000 2018,9.65e+17,19451891.0,0.0,neu,0.775,55.9409887,-3.3600787
2980,2980,They don t have the time too busy investigating you,0,"[-1.744655, 53.657326]",Dewsbury,recent,0,PAQrothLAD,Sun Feb 18 13:37:59 +0000 2018,9.65e+17,219455053.0,0.1,pos,0.3,53.4791301,-2.2441009
2981,2981,IMHO no you weren t and neither are you a rational or decent human being And why oh why oh why are you still rattling on about an election that you won 15 months ago,0,"[-0.4187895, 52.154863]",Renhold,recent,0,markglading,Sun Feb 18 13:37:33 +0000 2018,9.65e+17,596739470.0,0.0833333333333,pos,0.383333333333,50.9612328,-1.41303530316
2982,2982,Your time is nearly up bye bye,0,"[-2.215529, 53.374446]",Stockport,recent,0,lynn1manunited,Sun Feb 18 13:37:30 +0000 2018,9.65e+17,452396544.0,0.1,pos,0.4,51.5111811,-0.0143883
2983,2983,Absolutely amazing speech you need to listen and act on this right now https t co WwfKtCuFa4,0,"[-1.95729593781, 50.5746064789]",South East,recent,0,LeeDaunt,Sun Feb 18 13:36:12 +0000 2018,9.65e+17,553771456.0,0.442857142857,pos,0.717857142857,-1.4326011,132.0361022
2984,2984,It s always been YOUR goal to create discord and disharmony and if you try and pretend otherwise then you are even more stupid than I thought why don t you do the entire world a favour and just SHUT UP https t co hYgmNq5COw,0,"[-0.60334, 52.664455]",Empingham,recent,2,loubielou32,Sun Feb 18 13:33:25 +0000 2018,9.65e+17,19451891.0,-0.4,neg,0.8125,53.6466645,-1.7822482
2985,2985,You re president know the threat that guns make amp do nothing,0,"[-2.454026, 53.4163477]",Salford,recent,0,wrxmanpaul,Sun Feb 18 13:33:18 +0000 2018,9.65e+17,395790313.0,0.0,neu,0.0,53.1908873,-2.8908955
2986,2986,By jove I think he has got it,0,"[-7.66085699743, 54.6336309571]",Scotland,recent,0,JasonWassell,Sun Feb 18 13:33:05 +0000 2018,9.65e+17,19181271.0,0.0,neu,0.0,52.3711485,-1.4948832
2987,2987,Must be a great number of lunatics in the USA amongst them along with the Not the guns of course,0,"[-3.3046036, 51.5221407]",Pentyrch,recent,0,krakoweric,Sun Feb 18 13:32:31 +0000 2018,9.65e+17,229388013.0,0.8,very pos,0.75,52.0918944,0.4879314
2988,2988,Desperate is as desperate does,0,"[-4.54098, 55.815139]",Johnstone,recent,0,carolinmcmillan,Sun Feb 18 13:32:19 +0000 2018,9.65e+17,44116979.0,-0.6,very neg,1.0,53.3946038,-1.2573129
2989,2989,There is a VERY short answer to that NO the slightly longer reaction is hahahahahahahahahahaha breathe hahahahahahaha Wait that was serious Without doubt the worst possible candidate presidentialyouaint,0,"[-3.2313494, 56.173608]",Glenrothes,recent,0,kara_mace,Sun Feb 18 13:31:04 +0000 2018,9.65e+17,102086175.0,-0.3,neg,0.626666666667,52.0918944,0.4879314
2990,2990,He really IS A six year old would be sent to his room on suspicion alone by now,0,"[-2.310343, 53.6628344]",Edenfield,recent,0,RichardHesketh1,Sun Feb 18 13:29:08 +0000 2018,9.65e+17,1208691.0,0.15,pos,0.2,52.6664827,-0.5966682
2991,2991,Bit like the then,0,"[-3.3285119, 55.894729]",Edinburgh,recent,0,siliconglen,Sun Feb 18 13:29:05 +0000 2018,9.65e+17,11861192.0,0.0,neu,0.0,51.8726941,-1.4823897
2992,2992,does this sort of thing make sense to you https t co i2BVJ439XP,0,"[-0.4430536, 50.804766]",Worthing,recent,0,KrKray2,Sun Feb 18 13:28:53 +0000 2018,9.65e+17,4394580916.0,0.0,neu,0.0,53.7497876,-2.7291636
2993,2993,Highly unlikely that the CorruptFBI or IG will do anything Unfortunately did not follow through on his promise to appoint a Special Prosecutor to investigate CrookedHillary,0,"[0.1760403, 50.9895356]",Hadlow Down,recent,0,thejassingh,Sun Feb 18 13:28:39 +0000 2018,9.65e+17,1474636610.0,-0.214285714286,neg,0.690476190476,51.4538022,-2.5972985
2994,2994,You arrogantly assumed you could run over democracy with impunity Democracy is biting back As it always does Karma is a bitch Donny,0,"[-2.430417, 53.4971443]",Boothstown,recent,0,eighty20risk,Sun Feb 18 13:28:21 +0000 2018,9.65e+17,214671206.0,0.0,neu,0.0,51.5237929,-0.7189899
2995,2995,Just a thought Mr President stop worrying about Russia it s the Americans in your own country shooting kids you want to worry about https t co teBkImA8ZJ,0,"[-0.100615, 51.681067]",Broxbourne,recent,0,neilfinch63,Sun Feb 18 13:27:58 +0000 2018,9.65e+17,432838174.0,0.0,neu,0.0,52.6664827,-0.5966682
2996,2996,Yeah get smart America and sack you,0,"[-0.745779800818, 51.4482221321]",East,recent,0,iamnotdeadyet,Sun Feb 18 13:26:58 +0000 2018,9.65e+17,20882320.0,0.214285714286,pos,0.642857142857,51.4312585,-0.5473085
2997,2997,Why did they want you as President Because they knew that you would destroy America and go on self destruct You re doing exactly what they want destroying America,0,"[-0.074547, 51.414087]",Lewisham,recent,0,StinsonTheatre,Sun Feb 18 13:24:45 +0000 2018,9.65e+17,399437954.0,-0.05,neg,0.0833333333333,55.856656,-4.2435817
2998,2998,Quite literally shameless https t co dcwNIWA7MG,0,"[-0.187894, 51.483718]",London,recent,0,SkyFixerJim,Sun Feb 18 13:24:16 +0000 2018,9.65e+17,19763459.0,0.0,neu,0.0,54.5969869,-5.9300992
2999,2999,The man is a stupid ignorant racist He s friends with FFS He s never going to be a great thinker be nice though if he read something once in a while https t co SGdWiK3ddv,0,"[-0.60334, 52.664455]",Empingham,recent,0,loubielou32,Sun Feb 18 13:23:59 +0000 2018,9.65e+17,19451891.0,0.2,pos,0.916666666667,51.4047705,-0.3641342
3000,3000,I thought the whole purpose of electing a multi billionaire like was that his wealth would make him incorruptible That he didn t need the likes of and its blood money It seems even m b s can be bought And at such a cheap price too schoolshooting,0,"[-0.745779800818, 51.4482221321]",East,recent,2,ideas_micky,Sun Feb 18 13:23:27 +0000 2018,9.65e+17,3816490822.0,0.366666666667,pos,0.633333333333,51.5111811,-0.0143883
3001,3001,I agree Brenden great Tweets by but I wish he d check his spelling,0,"[0.1760403, 50.9895356]",Hadlow Down,recent,0,thejassingh,Sun Feb 18 13:21:00 +0000 2018,9.65e+17,1474636610.0,0.8,very pos,0.75,38.9953683,21.9877132
3002,3002,I thought this was an acrostic poem at first,0,"[-2.054492, 52.671078]",Cannock,recent,0,dabnorfish,Sun Feb 18 13:20:44 +0000 2018,9.65e+17,41633758.0,0.25,pos,0.333333333333,55.4594119,-4.6326702
3003,3003,And as we know is so stupid he probably thought they were going to fund his business https t co L6TFbjnDRo,0,"[-0.60334, 52.664455]",Empingham,recent,0,loubielou32,Sun Feb 18 13:20:23 +0000 2018,9.65e+17,19451891.0,-0.8,very neg,1.0,51.4096275,-0.3062621
3004,3004,I have no doubt about this is a seedy disgusting piece of shit https t co Bil0DFQQp2,0,"[-0.60334, 52.664455]",Empingham,recent,0,loubielou32,Sun Feb 18 13:19:26 +0000 2018,9.65e+17,19451891.0,-0.6,very neg,0.9,55.6101306,-4.4985359
3005,3005,that was precisely the goal and you re a cog in the machine they created you utter walloper https t co Mk5L0Lz0SM,0,"[-4.481062, 55.813404]",Paisley,recent,0,nevali,Sun Feb 18 13:19:10 +0000 2018,9.65e+17,582543.0,0.2,pos,0.9,58.5953788,-3.522476
3006,3006,This is not about you this is about leading the people in the good old USA you egotistical maniac MAGA just saying DH,0,"[-2.5139084, 53.531967]",Bolton,recent,0,darrenhart2409,Sun Feb 18 13:19:10 +0000 2018,9.65e+17,8.23e+17,0.4,pos,0.4,51.5976955,-0.0672892
3007,3007,Why do you always sound like you re on a preschool playground,0,"[-0.5086841, 51.4551164]",Hillingdon,recent,0,pswordwoman,Sun Feb 18 13:19:06 +0000 2018,9.65e+17,101385149.0,0.4,pos,0.4,58.5953788,-3.522476
3008,3008,No Donald you really weren t SAD,0,"[-0.2925791, 51.555179]",Barnet,recent,0,LewisSJ,Sun Feb 18 13:18:49 +0000 2018,9.65e+17,14185449.0,-0.5,very neg,1.0,58.5953788,-3.522476
3009,3009,Ooh Tiny handed wotsit man is panicking https t co l0jl9D6ipl,0,"[-0.111432, 51.779901]",Hertford,recent,0,alexk2,Sun Feb 18 13:18:25 +0000 2018,9.65e+17,19227553.0,0.0,neu,0.5,51.4043548,-3.2690216
3010,3010,Sorry just took coffee mybe milk has expired,0,"[-2.5139084, 53.531967]",Bolton,recent,0,Amosuk4,Sun Feb 18 13:17:35 +0000 2018,9.65e+17,8.91e+17,-0.5,very neg,1.0,50.3712659,-4.1425658
3011,3011,So what are you going to do about it https t co 3xBTpzXLTj,0,"[-0.594494, 51.411362]",Egham,recent,0,Izzyeviel,Sun Feb 18 13:16:39 +0000 2018,9.65e+17,15461386.0,0.0,neu,0.0,51.88025465,-2.17495647511
3012,3012,2 Ha ha cheers Sadly they expired,0,"[-3.008791, 53.36489]",Liverpool,recent,0,ComedyCairns,Sun Feb 18 13:15:32 +0000 2018,9.65e+17,389378608.0,-0.5,very neg,1.0,51.4538022,-2.5972985
3013,3013,How about renewing the sanctions that Congress all but unanimously enacted https t co jIqMU3SzAA,0,"[-1.8519024, 51.535198]",Swindon,recent,0,mjhawley,Sun Feb 18 13:15:17 +0000 2018,9.65e+17,15389976.0,0.0,neu,0.0,39.3522795,-84.4907776
3014,3014,Just when you think he s plumbed the lowest depths https t co SV7ZIGg7zK,0,"[-3.23560072135, 51.8259029271]",West Midlands,recent,0,jbennet99,Sun Feb 18 13:14:41 +0000 2018,9.65e+17,282229321.0,0.0,neu,0.0,52.5050033,-1.96439612333
3015,3015,And you have helped them enormously,0,"[-3.3080904, 51.387271]",Barry,recent,0,Johnsbigsister,Sun Feb 18 13:14:29 +0000 2018,9.65e+17,154907437.0,0.0,neu,0.9,52.6664827,-0.5966682
3016,3016,Ha ha the President of the US twisting and turning in the lies and shit he s been spouting being president isn t like being CEO of Trump you can t lie and bull shit your way out unlike the Trump organisation in this job you answer to the people not you,0,"[0.479676, 52.0890395]",Kedington,recent,0,djbsuffolk,Sun Feb 18 13:12:09 +0000 2018,9.65e+17,473974343.0,-0.2,neg,0.8,56.1181242,-3.9360012
3017,3017,kitsune Deluded,0,"[-0.7274684, 51.56255]",Wooburn,recent,0,bosulliv,Sun Feb 18 13:11:38 +0000 2018,9.65e+17,19183451.0,0.0,neu,0.0,49.1856637,-2.1102277
3018,3018,You said I ve asked Putin he said no I believe him you are on record for months and months saying it s false it s the dems trying to cover up the defeat it s all coming home to roost now you should have been truthful from the start,0,"[0.479676, 52.0890395]",Kedington,recent,0,djbsuffolk,Sun Feb 18 13:10:15 +0000 2018,9.65e+17,473974343.0,0.05,pos,0.55,53.4854941,-2.1120849
3019,3019,You astound me Did you really just say that,0,"[-1.0046973, 52.1182397]",Towcester,recent,0,SteveMcCarthy46,Sun Feb 18 13:10:08 +0000 2018,9.65e+17,157298792.0,0.2,pos,0.2,53.3898917,-3.1788086
3020,3020,honestly this is a whole new level of narcissim and i am in utter shock and disbelief that this is going to go down in history as a tweet by the acrual president in 2018 https t co 0p5SvmrPfD,0,"[-0.234756, 51.778888]",Welwyn Garden City,recent,0,k4tapult,Sun Feb 18 13:09:56 +0000 2018,9.65e+17,442358448.0,0.112121212121,pos,0.618181818182,54.8543237,-1.5750431
3021,3021,poppet He d like to see the Evidence first And the convictions And the Appeals And the pardons,0,"[-3.0788886, 53.4040483]",Wallasey,recent,0,GKenna49,Sun Feb 18 13:08:41 +0000 2018,9.65e+17,1057196166.0,0.25,pos,0.333333333333,51.5013012,-0.117287
3022,3022,He s literally telling the FBI to focus on people who are in trouble in school Not one person I know who was expelled ever went on a gun rampage crazy What a stupid stupid man https t co cRYmUNUDNP,0,"[-8.1941789995, 54.0227179828]",Northern Ireland,recent,0,aaronbradley745,Sun Feb 18 13:08:25 +0000 2018,9.65e+17,3023480524.0,-0.6,very neg,0.775,51.1103444,-0.1801094
3023,3023,Is it at all possible you are capable of rising above the very childish act of name calling It s what kids do Kids who know no better You are the President of the United States of America fgs Grow up You re an embarrassment,0,"[0.3429208, 51.8603691]",Great Dunmow,recent,0,didoh,Sun Feb 18 13:06:49 +0000 2018,9.65e+17,17789780.0,0.125,pos,0.675,53.7055652,-2.3259359
3024,3024,Let s hope and NRA are listening https t co iR65Zj92DE,0,"[-2.033651, 52.381063]",Birmingham,recent,0,JamesLeo9,Sun Feb 18 13:06:49 +0000 2018,9.65e+17,986429106.0,0.0,neu,0.0,51.1991424,1.2638957
3025,3025,you are demented accept that get help and sod off,0,"[0.465612, 52.897518]",Heacham,recent,0,susan_250,Sun Feb 18 13:06:22 +0000 2018,9.65e+17,350416899.0,0.0,neu,0.0,55.0491551,-6.9488558
3026,3026,shite bag You are literally the Scrooge of politics,0,"[-4.2384726, 55.7339596]",East Kilbride,recent,0,ThisIsStephenM,Sun Feb 18 13:06:13 +0000 2018,9.65e+17,345893478.0,0.0,neu,0.0,53.5933829,-2.8500883
3027,3027,ramblings of a desperate despot dirtypussygrabber,0,"[-4.3932845, 55.796184]",Glasgow,recent,0,Bighank78,Sun Feb 18 13:04:24 +0000 2018,9.65e+17,347540907.0,-0.6,very neg,1.0,52.7874935,-0.1516271
3028,3028,She s ghastly An airhead incapable of rational argument only insults and homage to and his ilk I hope was watching https t co 8f59U2fw2u,0,"[-0.60334, 52.664455]",Empingham,recent,0,loubielou32,Sun Feb 18 13:03:21 +0000 2018,9.65e+17,19451891.0,0.0,neu,0.0,51.5613683,-1.7856853
3029,3029,Just quit https t co OXGtkL7XHy,0,"[-0.213503, 51.512805]",Camden Town,recent,0,bobpadron,Sun Feb 18 13:03:17 +0000 2018,9.65e+17,441193606.0,0.0,neu,0.0,54.660289,-1.1871436
3030,3030,Please please resign Yours sincerely The rest of the world,0,"[-4.3932845, 55.796184]",Glasgow,recent,7,MhairiHunter,Sun Feb 18 13:03:08 +0000 2018,9.65e+17,183587954.0,0.5,very pos,0.5,53.7055652,-2.3259359
3031,3031,You can t complain about someone else not doing something and then not do the thing what you ve complained they didn t do Or is the 30 million you got from stopping you,0,"[-1.489586, 55.07393]",Seaton Sluice,recent,0,kevinduffy999,Sun Feb 18 13:02:33 +0000 2018,9.65e+17,1865265276.0,-0.3,neg,0.2,37.5385087,-77.43428
3032,3032,A Putin Candidate https t co B29i0GcrEV,0,"[-0.080028, 51.48432]",Poplar,recent,0,acsadvice,Sun Feb 18 13:02:28 +0000 2018,9.65e+17,153796799.0,0.0,neu,0.0,51.4515584,0.1787188
3033,3033,Even if it did happen no point in doing anything bad guys will find a way to effect elections No need to politicise it GunReformNow,0,"[-1.314391, 54.5280383]",Thornaby on Tees,recent,0,funksoulHulk,Sun Feb 18 13:02:21 +0000 2018,9.65e+17,23376378.0,-0.7,very neg,0.666666666667,51.4816546,-3.1791934
3034,3034,mandalakas Complete and short,0,"[-0.5086841, 51.4551164]",Hillingdon,recent,0,lherrero,Sun Feb 18 13:02:05 +0000 2018,9.65e+17,147076951.0,0.05,pos,0.35,51.4816546,-3.1791934
3035,3035,DONALD TRUMP I RESPECT you self made man family who should be proud of Shooting at Florida School misguided GUN Control must be mentioned for all involved FBI E MAIL had to be acted on Enquiry and sackings must be DONE Human PAIN ANGUISH DO IT NOW,0,"[-1.619675, 54.9131098]",Gateshead,recent,0,ms25jh40,Sun Feb 18 13:01:31 +0000 2018,9.65e+17,122988455.0,0.4,pos,0.55,52.0601807,-1.3402795
3036,3036,you are a sad old fart keep taking the pills,0,"[0.465612, 52.897518]",Heacham,recent,0,susan_250,Sun Feb 18 13:00:37 +0000 2018,9.65e+17,350416899.0,-0.2,neg,0.6,37.5385087,-77.43428
3037,3037,You get worse by the hour,0,"[-3.278624, 51.447362]",Cardiff,recent,0,welshfairy,Sun Feb 18 13:00:28 +0000 2018,9.65e+17,21645741.0,-0.4,neg,0.6,51.1486117,4.477387
3038,3038,It s the DEEPSTATE that tried to influence the elections https t co pYrsN1jA5l,0,"[-6.3651943, 49.8825312]",England,recent,0,andy_spoo,Sun Feb 18 13:00:24 +0000 2018,9.65e+17,264748423.0,0.0,neu,0.0,-1.4326011,132.0361022
